NN,13930,16.053565666344
IN,9611,11.0761535979348
DT,8840,10.1876181256627
NNP,6102,7.03222237588162
JJ,5907,6.80749550546259
PRP,5418,6.24394966118103
NNS,4938,
CC,4334,
RB,3865,
VBD,3437,
VB,3043,
VBP,2919,
PRP$,2521,
VBZ,2408,
VBN,1683,
TO,1655,
VBG,1608,
MD,991,
WRB,613,
CD,477,
RP,426,
:,403,
WP,399,
WDT,345,
EX,222,
JJR,162,
JJS,148,
PDT,146,
RBR,81,
NNPS,64,
WP$,32,
RBS,22,
FW,12,
UH,8,
``,2,
,,
,86772,0.001152445489328
