NN,15134,31.5969684948953
DT,6656,13.8964862099923
IN,5700,11.9005365680523
JJ,4646,9.6999812096791
NNS,3207,6.69561767960415
VBZ,1510,
VBG,1418,
NNP,1285,
VBP,1259,
PRP$,1211,
RB,1202,
VBD,931,
PRP,869,
VB,567,
VBN,414,
TO,408,
CC,367,
CD,271,
RP,216,
JJR,110,
WRB,101,
PDT,90,
RBR,63,
JJS,61,
MD,57,
WP,43,
:,42,
WDT,31,
FW,11,
EX,10,
NNPS,6,
UH,1,
,,
,47897,0.002087813432992
